framenumber,focal_fx,skew_s,principal_cx,principal_cy,rotation_r11,rotation_r12,rotation_r13,rotation_r21,rotation_r22,rotation_r23,rotation_r31,rotation_r32,rotation_r33,translation_t1,translation_t2,translation_t3
612,0.92311287,0.080870531,0.37584883,-0.55053526,-0.038964842,0.9922483,-0.1177957,-0.58036464,-0.3824712,0.094100036,0.91913176,-0.026558645,0.0,0,0,1.0
613,0.96834743,0.1155036,-0.22080579,-0.78829789,-0.13287556,0.98887461,-0.065451145,-0.97442961,0.21081114,0.0927338,0.97301751,1.0944859,0.0,0,0,1.0
614,0.97151387,0.1126864,-0.2079791,-0.78560245,-0.12858453,0.98950261,-0.064521156,-0.97526431,0.1985459,0.089440465,0.97590137,1.0942192,0.0,0,0,1.0
615,0.97468841,0.11093391,-0.19356781,-0.78816992,-0.12514992,0.99005449,-0.062781535,-0.97600508,0.18469758,0.085431419,0.97897464,1.0927213,0.0,0,0,1.0
616,0.97744876,0.11242453,-0.17817719,-0.79429054,-0.12490577,0.99023283,-0.060409326,-0.97566783,0.16966359,0.081315935,0.982041,1.0907201,0.0,0,0,1.0
617,0.97977746,0.11311954,-0.1644156,-0.79694933,-0.12450548,0.99026906,-0.060638793,-0.97573858,0.15597321,0.079896584,0.98442441,1.0890049,0.0,0,0,1.0
618,0.98228747,0.10941411,-0.15143353,-0.79740888,-0.11979079,0.99081886,-0.061152317,-0.9757179,0.14336812,0.078222752,0.98647314,1.0880352,0.0,0,0,1.0
619,0.98434156,0.11037988,-0.13667411,-0.80452198,-0.11977162,0.99073792,-0.062483046,-0.97645622,0.12852594,0.07788761,0.9885428,1.0849942,0.0,0,0,1.0
620,0.98615235,0.11001223,-0.12325688,-0.80681044,-0.11841801,0.99086416,-0.063057244,-0.97500914,0.1152072,0.076793045,0.99026865,1.0839881,0.0,0,0,1.0
621,0.98751587,0.1125524,-0.10925095,-0.81017148,-0.11999772,0.99060524,-0.064127065,-0.97586501,0.1010191,0.076449499,0.99184275,1.0822901,0.0,0,0,1.0
622,0.98924011,0.1104645,-0.094828427,-0.81407678,-0.11689293,0.99091095,-0.065127909,-0.97688586,0.086783133,0.075524963,0.99326003,1.0805466,0.0,0,0,1.0
623,0.92223853,0.081763208,0.3777965,-0.54583186,-0.037931476,0.99177468,-0.12204313,-0.58345258,-0.3846775,0.098228857,0.9177779,-0.023949064,0.0,0,0,1.0
624,0.99065816,0.10992791,-0.079390429,-0.81142604,-0.1152871,0.99101472,-0.066396549,-0.97579736,0.071387798,0.074941993,0.99452889,1.0809766,0.0,0,0,1.0
625,0.99172574,0.10943628,-0.065528184,-0.81184018,-0.11375996,0.99119449,-0.066344284,-0.97488779,0.057699043,0.073262691,0.99554175,1.0809696,0.0,0,0,1.0
626,0.99292409,0.10480463,-0.053921502,-0.81153435,-0.10823316,0.99189126,-0.06516622,-0.97477388,0.04666188,0.070553817,0.99631542,1.0809903,0.0,0,0,1.0
627,0.99333501,0.10669317,-0.041130412,-0.81337392,-0.10918081,0.99186844,-0.063917048,-0.97582197,0.033982642,0.067994043,0.99700612,1.0802081,0.0,0,0,1.0
628,0.99395597,0.10505264,-0.028371034,-0.81701672,-0.10666507,0.99219739,-0.063051909,-0.97570872,0.021530962,0.065709136,0.99750561,1.079582,0.0,0,0,1.0
629,0.99444771,0.10289504,-0.016603252,-0.81649232,-0.10373699,0.99256092,-0.062205892,-0.97443825,0.010083092,0.063594781,0.99782389,1.0801638,0.0,0,0,1.0
630,0.99473363,0.10130559,-0.005577607,-0.81376934,-0.10145711,0.99293637,-0.059930328,-0.9750526,-0.000530004,0.060192153,0.9980855,1.0808095,0.0,0,0,1.0
631,0.99462944,0.10227557,0.006375472,-0.81502461,-0.101727,0.99297565,-0.058808755,-0.97506726,-0.012343405,0.057855673,0.99814725,1.080591,0.0,0,0,1.0
632,0.99470752,0.10000268,0.018566173,-0.81713337,-0.09878967,0.99334484,-0.05756446,-0.97524792,-0.024198312,0.055436708,0.99806732,1.0801272,0.0,0,0,1.0
633,0.99510586,0.093309537,0.029080536,-0.82221317,-0.091598287,0.99415368,-0.055450365,-0.97536176,-0.034084588,0.052526001,0.99793589,1.0789526,0.0,0,0,1.0
634,0.92166507,0.086453594,0.37815139,-0.53894627,-0.035095353,0.98941058,-0.14065941,-0.58483601,-0.38631737,0.11637651,0.91496301,-0.016904684,0.0,0,0,1.0
635,0.99480391,0.092316136,0.040377911,-0.83194762,-0.090058386,0.99434483,-0.054537188,-0.97372073,-0.045185279,0.050627988,0.99759281,1.0770553,0.0,0,0,1.0
636,0.99439842,0.090407237,0.052778848,-0.83684236,-0.087518699,0.99456388,-0.054676116,-0.97371203,-0.05743723,0.049761172,0.99700588,1.0759017,0.0,0,0,1.0
637,0.99294561,0.096304692,0.067610733,-0.84764123,-0.092429437,0.99391514,-0.058268484,-0.96891236,-0.072814494,0.051618908,0.99590611,1.0746487,0.0,0,0,1.0
638,0.99277902,0.089079,0.079003282,-0.84672636,-0.084621511,0.99462169,-0.058071192,-0.97119075,-0.083755948,0.050977107,0.99507874,1.0735869,0.0,0,0,1.0
639,0.99228561,0.083565883,0.090402655,-0.84575039,-0.078487568,0.99510908,-0.05833314,-0.97211838,-0.094840817,0.05079826,0.99409235,1.072935,0.0,0,0,1.0
640,0.99068481,0.085181959,0.10523212,-0.84979433,-0.079261564,0.99499595,-0.059209649,-0.97193611,-0.10975616,0.050327815,0.99258,1.0722548,0.0,0,0,1.0
641,0.98952979,0.079847559,0.11933535,-0.84524149,-0.073366463,0.99553406,-0.057744335,-0.97146612,-0.12342143,0.048394896,0.99106967,1.0733749,0.0,0,0,1.0
642,0.98662269,0.086391792,0.13746914,-0.84318197,-0.078519583,0.99490386,-0.061689682,-0.97089583,-0.14210813,0.050080966,0.98847908,1.074417,0.0,0,0,1.0
643,0.98348624,0.091866232,0.15524413,-0.84241754,-0.082615361,0.99435925,-0.06502609,-0.96888703,-0.16035394,0.051137388,0.98562914,1.0754651,0.0,0,0,1.0
644,0.98183489,0.0842482,0.16937402,-0.84167135,-0.074527159,0.99513125,-0.062953353,-0.97117198,-0.17386617,0.049197301,0.98343414,1.0750906,0.0,0,0,1.0
645,0.92073238,0.090921126,0.37937337,-0.53739375,-0.036855176,0.98836166,-0.14742137,-0.58487946,-0.38837183,0.12176096,0.91339117,-0.012821678,0.0,0,0,1.0
646,0.97926325,0.079846956,0.18561487,-0.84285504,-0.069582477,0.99560022,-0.061170243,-0.96975386,-0.18969707,0.046996456,0.98061132,1.0759077,0.0,0,0,1.0
647,0.9765839,0.076827019,0.20041482,-0.83665454,-0.065712348,0.99584067,-0.061531648,-0.97024798,-0.20432457,0.046931315,0.97767109,1.0767945,0.0,0,0,1.0
648,0.97467309,0.070689507,0.21165961,-0.83483183,-0.058978017,0.99628627,-0.06113961,-0.96889007,-0.2152126,0.047118098,0.97532296,1.0776508,0.0,0,0,1.0
649,0.97131056,0.074532136,0.2253551,-0.83569682,-0.061759003,0.99598837,-0.063206665,-0.96781391,-0.22918046,0.047485858,0.97211748,1.0782417,0.0,0,0,1.0
650,0.96901101,0.067139536,0.23726298,-0.8302716,-0.054097559,0.99656785,-0.061054796,-0.96857828,-0.24056751,0.046337549,0.96941781,1.079145,0.0,0,0,1.0
651,0.96661878,0.0646438,0.24749425,-0.82621729,-0.050602242,0.99665058,-0.062677518,-0.96832216,-0.25073761,0.048071802,0.96675241,1.079237,0.0,0,0,1.0
652,0.96543592,0.055039831,0.25433794,-0.82099366,-0.040511109,0.99715352,-0.062006351,-0.96836287,-0.25704798,0.049570117,0.9650178,1.079936,0.0,0,0,1.0
653,0.9632476,0.056379903,0.26221871,-0.82218653,-0.040598821,0.99694538,-0.065209694,-0.96785551,-0.2651163,0.0521781,0.96269435,1.0797278,0.0,0,0,1.0
654,0.96113968,0.05360477,0.27040744,-0.81647503,-0.037410766,0.99710411,-0.064683236,-0.968207,-0.27311447,0.05206427,0.96046185,1.0807166,0.0,0,0,1.0
655,0.95770508,0.059058633,0.28124011,-0.81213444,-0.041210257,0.99666786,-0.068954237,-0.96501774,-0.28439918,0.05445889,0.95704746,1.0829608,0.0,0,0,1.0
656,0.91877604,0.096174151,0.38280493,-0.53223932,-0.038967311,0.98720008,-0.15448958,-0.58872467,-0.39277321,0.12703182,0.91078728,-0.007808429,0.0,0,0,1.0
657,0.95612305,0.056604341,0.28706631,-0.81195194,-0.038021579,0.99672908,-0.069893315,-0.96477962,-0.29010808,0.05592313,0.95524758,1.0821366,0.0,0,0,1.0
658,0.9542377,0.053367857,0.29387859,-0.8083384,-0.034170963,0.99685627,-0.070066445,-0.96701789,-0.29671925,0.056829266,0.953161,1.0821927,0.0,0,0,1.0
659,0.95138156,0.057032421,0.30232793,-0.80527669,-0.036826391,0.99661553,-0.07211215,-0.96750802,-0.30544361,0.057483949,0.95036149,1.0825665,0.0,0,0,1.0
660,0.94742239,0.063537449,0.31326538,-0.802724,-0.041451901,0.99609405,-0.076659426,-0.96426547,-0.31693986,0.0596551,0.94645488,1.0840584,0.0,0,0,1.0
661,0.94480294,0.063574106,0.32107136,-0.8047173,-0.040837616,0.9960888,-0.077054039,-0.96301419,-0.32474238,0.059700798,0.94380319,1.0833282,0.0,0,0,1.0
662,0.94101036,0.067819618,0.33118045,-0.80211699,-0.043812796,0.99577594,-0.079420857,-0.9632315,-0.33519721,0.060237687,0.94010609,1.0842842,0.0,0,0,1.0
663,0.93801719,0.065015972,0.34011295,-0.80067617,-0.040633131,0.99599749,-0.078323863,-0.96377349,-0.34387425,0.059660986,0.93700373,1.0841111,0.0,0,0,1.0
664,0.93437648,0.065041944,0.34998599,-0.80638027,-0.040364522,0.99608481,-0.077344202,-0.96588337,-0.35367763,0.058153108,0.93344241,1.0825177,0.0,0,0,1.0
665,0.93114811,0.059252329,0.35948867,-0.80171007,-0.033519302,0.99633479,-0.077391997,-0.96496093,-0.36278903,0.06002536,0.92981994,1.0831126,0.0,0,0,1.0
666,0.92847526,0.04906508,0.3678394,-0.79923463,-0.024135321,0.99700594,-0.072061524,-0.96735471,-0.37030679,0.058040943,0.92697775,1.0827765,0.0,0,0,1.0
667,0.96165252,-0.029106187,0.27263361,-0.67730659,-0.038023815,0.97056597,0.23773625,-0.48479596,-0.27153361,-0.23899059,0.93225753,-0.27914745,0.0,0,0,1.0
668,0.91853297,0.098766193,0.38272846,-0.53050399,-0.039786555,0.98643976,-0.15906866,-0.59056449,-0.39325947,0.13088979,0.91003072,-0.00537774,0.0,0,0,1.0
669,0.92331505,0.056169253,0.3796232,-0.79242396,-0.028298298,0.99640232,-0.078595638,-0.96297461,-0.38270646,0.061837789,0.92168069,1.0847167,0.0,0,0,1.0
670,0.91880643,0.056177713,0.39040723,-0.79592788,-0.027275104,0.99638462,-0.079178378,-0.96151054,-0.39347917,0.062113184,0.91711438,1.0853325,0.0,0,0,1.0
671,0.91369021,0.064085834,0.40105107,-0.79517853,-0.03298616,0.99581933,-0.083970241,-0.95968783,-0.40479228,0.063505761,0.91208136,1.0858583,0.0,0,0,1.0
672,0.90859622,0.069055043,0.4116585,-0.79147589,-0.035703629,0.9953633,-0.088160738,-0.9555279,-0.41587529,0.065417118,0.90694541,1.0875875,0.0,0,0,1.0
673,0.90398419,0.073306717,0.4209713,-0.79004604,-0.037863925,0.99494117,-0.091941766,-0.9534449,-0.42562029,0.067186788,0.90228289,1.0881039,0.0,0,0,1.0
674,0.89996314,0.073527917,0.42946255,-0.78684855,-0.036009252,0.99473745,-0.094842553,-0.95087266,-0.43421566,0.069902994,0.89797044,1.0895605,0.0,0,0,1.0
675,0.8956055,0.074330471,0.43834201,-0.78806269,-0.035598919,0.9946484,-0.095923752,-0.94808096,-0.44316676,0.0703182,0.89355391,1.0904042,0.0,0,0,1.0
676,0.89162642,0.074697077,0.44631907,-0.79038095,-0.035075862,0.99462247,-0.096384138,-0.94910389,-0.45115998,0.070296474,0.88954651,1.0894697,0.0,0,0,1.0
677,0.88834244,0.072188102,0.45322666,-0.78699058,-0.031660188,0.99473763,-0.096376538,-0.94655865,-0.45784104,0.071279094,0.88604772,1.0896209,0.0,0,0,1.0
678,0.88290715,0.075165205,0.46325234,-0.78820825,-0.034425888,0.99470347,-0.095778018,-0.94761437,-0.46804115,0.068627872,0.8809126,1.0895263,0.0,0,0,1.0
679,0.91606456,0.10599427,0.38669011,-0.52774274,-0.043753006,0.98506802,-0.16635901,-0.59486008,-0.39855963,0.1354844,0.90704751,0.001747584,0.0,0,0,1.0
680,0.87885612,0.070033178,0.4716827,-0.78751636,-0.028996473,0.99507344,-0.093710557,-0.94437873,-0.4759658,0.068693601,0.87665081,1.0894306,0.0,0,0,1.0
681,0.87495649,0.065601498,0.47950464,-0.78680432,-0.023607083,0.99527478,-0.093082741,-0.93965769,-0.48339009,0.070136428,0.87246412,1.08962,0.0,0,0,1.0
682,0.86565453,0.057383623,0.49711806,-0.7856468,-0.01444695,0.99575311,-0.089779854,-0.92894846,-0.50020528,0.070549279,0.8628996,1.0909072,0.0,0,0,1.0
683,0.86032885,0.05535499,0.50650442,-0.78244203,-0.011715301,0.99586493,-0.088931911,-0.91805655,-0.50938034,0.070589617,0.85751182,1.0932858,0.0,0,0,1.0
684,0.856143,0.049715608,0.5141241,-0.7816121,-0.00594306,0.99613672,-0.086424269,-0.91533279,-0.51648307,0.070948891,0.85322273,1.092949,0.0,0,0,1.0
685,0.85162282,0.048689503,0.52167374,-0.77906865,-0.003184977,0.9960326,-0.087758489,-0.90972251,-0.52392626,0.073088683,0.8484906,1.092358,0.0,0,0,1.0
686,0.84668285,0.04828719,0.52969044,-0.77734089,-0.001828736,0.99602604,-0.087870717,-0.90838617,-0.53187871,0.073443055,0.84349746,1.0904986,0.0,0,0,1.0
687,0.84282333,0.044795316,0.53611338,-0.77551949,0.003652927,0.99592495,-0.088953055,-0.90745765,-0.53796428,0.076943591,0.83931565,1.0885533,0.0,0,0,1.0
688,0.83489931,0.045984857,0.54827356,-0.77460837,0.005479277,0.99565387,-0.091846377,-0.90328562,-0.55016643,0.07970044,0.83110845,1.0846487,0.0,0,0,1.0
689,0.83065587,0.047861565,0.55452257,-0.77340984,0.006385747,0.99530792,-0.095466979,-0.90111983,-0.55654281,0.082855448,0.82654178,1.0830889,0.0,0,0,1.0
690,0.91534287,0.1080334,0.38783255,-0.52483934,-0.044030398,0.98438448,-0.17028446,-0.59682119,-0.40018347,0.13880007,0.90583044,0.004374982,0.0,0,0,1.0
691,0.82726878,0.048130631,0.55953962,-0.77207762,0.00744724,0.99519026,-0.096610188,-0.90074819,-0.56155169,0.084103979,0.8230201,1.0806721,0.0,0,0,1.0
692,0.82316536,0.049583644,0.56543338,-0.77254504,0.007144508,0.99509031,-0.097656913,-0.89968055,-0.56755358,0.084441923,0.81885785,1.0787473,0.0,0,0,1.0
693,0.82202744,0.050050419,0.56704515,-0.7662034,0.00788385,0.99492764,-0.099241562,-0.89897794,-0.5691905,0.086064391,0.81755143,1.0735455,0.0,0,0,1.0
694,0.81385976,0.047913987,0.57888776,-0.77076387,0.009567754,0.99524802,-0.095822111,-0.90133953,-0.58078372,0.083538674,0.8096211,1.070326,0.0,0,0,1.0
695,0.810785,0.048671644,0.58312368,-0.77186644,0.009243571,0.99524188,-0.095917381,-0.90323734,-0.58507371,0.083172716,0.80656409,1.0670441,0.0,0,0,1.0
696,0.80781198,0.050200559,0.58710623,-0.77018517,0.009877404,0.99496734,-0.09866032,-0.90126538,-0.58916074,0.085512556,0.80333751,1.0641776,0.0,0,0,1.0
697,0.80446297,0.048945885,0.59179163,-0.76938027,0.012718871,0.99484462,-0.099566333,-0.90230745,-0.59367096,0.087639093,0.79977983,1.0579177,0.0,0,0,1.0
698,0.80379212,0.049848948,0.59262687,-0.7680285,0.013602379,0.99457568,-0.10210327,-0.90337121,-0.59455913,0.09014602,0.79884082,1.053196,0.0,0,0,1.0
699,0.80192518,0.051819406,0.59498185,-0.76891178,0.01464259,0.9941197,-0.10631254,-0.90304762,-0.59704977,0.093982346,0.79653764,1.0511664,0.0,0,0,1.0
700,0.80075443,0.054111674,0.59635258,-0.7692979,0.016325278,0.99346185,-0.11206035,-0.90294033,-0.59857517,0.099484712,0.79472238,1.0477664,0.0,0,0,1.0
701,0.91306871,0.11318014,0.39170593,-0.52169073,-0.045638297,0.9830094,-0.17764488,-0.59755188,-0.40516734,0.14433318,0.90274495,0.012019119,0.0,0,0,1.0
702,0.79896647,0.05980907,0.5982036,-0.77235198,0.017791787,0.99214691,-0.12295388,-0.90080309,-0.60091788,0.10889657,0.79171485,1.0427758,0.0,0,0,1.0
703,0.80022198,0.064147048,0.59607208,-0.7722038,0.017131686,0.99130249,-0.12967438,-0.90137273,-0.59926409,0.11399807,0.79225004,1.0384548,0.0,0,0,1.0
704,0.80199593,0.067897208,0.59326553,-0.7739321,0.016482035,0.99051523,-0.13563688,-0.89888865,-0.59690601,0.11857713,0.79335725,1.0363631,0.0,0,0,1.0
705,0.8043462,0.078141123,0.58880603,-0.77572387,0.011440102,0.98898268,-0.14687148,-0.89972562,-0.59385341,0.12489103,0.79467791,1.0313034,0.0,0,0,1.0
706,0.80608124,0.080750115,0.58607513,-0.77331775,0.013270621,0.98782009,-0.15434982,-0.90108311,-0.59145814,0.13221653,0.79527903,1.0276102,0.0,0,0,1.0
707,0.80687732,0.08427348,0.58448118,-0.77453303,0.014309806,0.98657978,-0.16199929,-0.90273035,-0.59034717,0.13909872,0.7949304,1.0253429,0.0,0,0,1.0
708,0.80545199,0.093496151,0.58504409,-0.77474838,0.013927792,0.98410517,-0.17643948,-0.90218419,-0.59229904,0.15028463,0.79143447,1.0209078,0.0,0,0,1.0
709,0.80479372,0.096971065,0.58538377,-0.77374631,0.01602759,0.98253906,-0.18479057,-0.90243262,-0.59313977,0.1581243,0.78927439,1.017699,0.0,0,0,1.0
710,0.80586296,0.098208435,0.58370346,-0.77314347,0.020325083,0.98086286,-0.19308588,-0.89818388,-0.59155369,0.16748953,0.78853232,1.016492,0.0,0,0,1.0
711,0.80857903,0.10316634,0.57907349,-0.77196223,0.023138713,0.97805315,-0.20655116,-0.8947562,-0.58773142,0.18043853,0.78853363,1.0133477,0.0,0,0,1.0
712,0.91140217,0.11436945,0.39522555,-0.52250028,-0.045636591,0.98273826,-0.17913884,-0.59819019,-0.40890229,0.14523888,0.90091366,0.015923094,0.0,0,0,1.0
713,0.80823702,0.10546511,0.57913643,-0.77210575,0.025819622,0.97641796,-0.21384089,-0.89481109,-0.58808976,0.18781474,0.78654158,1.0116888,0.0,0,0,1.0
714,0.8097043,0.10593479,0.57699698,-0.77042657,0.030240644,0.97461194,-0.22136682,-0.89130557,-0.58585644,0.19671912,0.7860316,1.0109004,0.0,0,0,1.0
715,0.80989116,0.11115235,0.57575178,-0.76849389,0.034864452,0.97090143,-0.23647541,-0.89430159,-0.58534074,0.21162318,0.78253651,1.0057248,0.0,0,0,1.0
716,0.80895561,0.11324939,0.57665747,-0.76783133,0.037612427,0.96916312,-0.24309173,-0.89220721,-0.58646315,0.2183713,0.77983743,1.0039699,0.0,0,0,1.0
717,0.80780339,0.11637065,0.57765013,-0.76630205,0.039384235,0.96734697,-0.24994752,-0.8904106,-0.58793312,0.22469099,0.77692991,1.0027533,0.0,0,0,1.0
718,0.8067655,0.11981017,0.57839662,-0.76426846,0.04223562,0.96490157,-0.25877729,-0.89129609,-0.58915865,0.23323496,0.77347577,1.0005695,0.0,0,0,1.0
719,0.80436164,0.1234595,0.5809713,-0.76211292,0.0487324,0.9610377,-0.27169052,-0.88760048,-0.59193718,0.24688467,0.76709157,0.99857819,0.0,0,0,1.0
720,0.80422074,0.12436267,0.58097339,-0.75883991,0.053370528,0.95866919,-0.27908519,-0.88687557,-0.59172821,0.2554892,0.76443046,0.99723458,0.0,0,0,1.0
721,0.802495,0.12788038,0.58259362,-0.75908381,0.054412879,0.95687431,-0.28498107,-0.88528419,-0.59397179,0.26043341,0.76101428,0.99686247,0.0,0,0,1.0
722,0.80014884,0.1308239,0.58516109,-0.75526631,0.061192393,0.95289242,-0.29670596,-0.88490671,-0.59647155,0.27325499,0.75453568,0.99517465,0.0,0,0,1.0
723,0.90894818,0.11808452,0.39975792,-0.51766485,-0.046864636,0.98187995,-0.18347493,-0.60348284,-0.41419098,0.14804289,0.8980366,0.024634017,0.0,0,0,1.0
724,0.79891557,0.13379496,0.58617371,-0.75295675,0.063728176,0.95048726,-0.30380154,-0.88159746,-0.59785753,0.28010708,0.75091738,0.99517787,0.0,0,0,1.0
725,0.7960971,0.13846108,0.58891797,-0.75014508,0.068191193,0.94661236,-0.31473383,-0.87703419,-0.6011157,0.29075849,0.74423778,0.99562132,0.0,0,0,1.0
726,0.79550338,0.13987826,0.58938438,-0.74862266,0.071815297,0.94423062,-0.32101849,-0.87727076,-0.60147893,0.29773989,0.7411775,0.99494362,0.0,0,0,1.0
727,0.79319942,0.14633195,0.59092051,-0.74596256,0.073578715,0.94041657,-0.33163881,-0.86855584,-0.60430181,0.30657774,0.7352547,0.99710357,0.0,0,0,1.0
728,0.79288805,0.1496142,0.59051573,-0.74186605,0.07550028,0.93765855,-0.3389357,-0.86505228,-0.60447305,0.31336603,0.73224604,0.99761426,0.0,0,0,1.0
729,0.7917574,0.15775615,0.58991343,-0.73918408,0.077448532,0.93220568,-0.35323516,-0.86141133,-0.60570717,0.32540986,0.72594589,0.99826139,0.0,0,0,1.0
730,0.79014456,0.16310517,0.59062064,-0.73791206,0.076129012,0.93021441,-0.35872799,-0.85906255,-0.60797614,0.32845616,0.72266972,0.99964184,0.0,0,0,1.0
731,0.79110801,0.17034905,0.5872761,-0.73279655,0.078974634,0.92380196,-0.37434304,-0.85721767,-0.60635769,0.34257329,0.71745652,1.001063,0.0,0,0,1.0
732,0.79068375,0.17551285,0.58632594,-0.73124003,0.07701163,0.92175126,-0.37976739,-0.85657603,-0.60716289,0.34547791,0.71537983,1.0016514,0.0,0,0,1.0
733,0.7912119,0.18002379,0.58424193,-0.729038,0.078335807,0.91782653,-0.38889238,-0.8628388,-0.60630488,0.35351238,0.71217525,1.0018507,0.0,0,0,1.0
734,0.90657181,0.12237402,0.40384296,-0.51779658,-0.048364278,0.98082799,-0.18863867,-0.60279769,-0.41919631,0.1514913,0.89513433,0.030301997,0.0,0,0,1.0
735,0.79208136,0.18344688,0.58199447,-0.72599685,0.077360593,0.91575831,-0.39393023,-0.85708416,-0.60529393,0.35709777,0.71124578,1.0061852,0.0,0,0,1.0
736,0.79282552,0.18727398,0.57975769,-0.72670102,0.07556621,0.91390991,-0.39854339,-0.86383164,-0.60454559,0.35983551,0.71050185,1.0041049,0.0,0,0,1.0
737,0.79378718,0.19203085,0.57687855,-0.72440749,0.073915996,0.91119367,-0.40501943,-0.86724353,-0.60348678,0.36419049,0.70918202,1.0058361,0.0,0,0,1.0
738,0.79322302,0.19564891,0.5764389,-0.72618008,0.071874365,0.91011608,-0.40779996,-0.87547159,-0.60447454,0.36495826,0.70794505,1.004625,0.0,0,0,1.0
739,0.79580051,0.20224988,0.57057822,-0.72418314,0.068659008,0.90620059,-0.41696995,-0.87868345,-0.60145277,0.37105194,0.70735097,1.0069495,0.0,0,0,1.0
740,0.79592204,0.20799662,0.56833827,-0.72165513,0.064558893,0.90444756,-0.42140743,-0.87566209,-0.60174584,0.37215057,0.70652401,1.0090564,0.0,0,0,1.0
741,0.79526931,0.21787693,0.565543,-0.72121966,0.062255405,0.89874178,-0.43377942,-0.88526046,-0.60285026,0.38023245,0.70125955,1.0081253,0.0,0,0,1.0
742,0.79395241,0.22034428,0.56643635,-0.72321361,0.059863668,0.89898676,-0.43360814,-0.89240837,-0.60482484,0.37822595,0.70064402,1.0060098,0.0,0,0,1.0
743,0.79443914,0.223784,0.56440151,-0.72121,0.059650671,0.89622891,-0.43930852,-0.89198095,-0.60420614,0.3827242,0.69873226,1.0073093,0.0,0,0,1.0
744,0.79483044,0.23052527,0.56112766,-0.72104663,0.059109557,0.89105207,-0.4497869,-0.89817256,-0.60374439,0.3907268,0.69469047,1.0067021,0.0,0,0,1.0
745,0.90330422,0.12345662,0.41077536,-0.51633614,-0.046728116,0.98028237,-0.19185871,-0.60621834,-0.42637381,0.15412056,0.89128721,0.041036926,0.0,0,0,1.0
746,0.79447335,0.23581626,0.55943209,-0.72108871,0.056433082,0.88870376,-0.45474884,-0.90271819,-0.6044699,0.39291114,0.69282496,1.0056055,0.0,0,0,1.0
747,0.79429555,0.23874632,0.55844039,-0.72045451,0.056015708,0.88667589,-0.45874071,-0.90600699,-0.60474205,0.39571252,0.69099075,1.0043465,0.0,0,0,1.0
748,0.79282367,0.24325512,0.55858594,-0.72082639,0.055778183,0.88390446,-0.46408644,-0.9077186,-0.60669208,0.39915156,0.68729335,1.0046501,0.0,0,0,1.0
749,0.79428458,0.24527979,0.55561703,-0.719899,0.057490595,0.8802526,-0.47076973,-0.90876198,-0.60461766,0.4059248,0.68515098,1.0039213,0.0,0,0,1.0
750,0.79568768,0.2460683,0.55325574,-0.71866202,0.057869762,0.87851769,-0.47395316,-0.91386533,-0.60273361,0.40919277,0.68486702,1.0013007,0.0,0,0,1.0
751,0.79431355,0.24816239,0.55429411,-0.71892774,0.060441382,0.87576884,-0.47869548,-0.91388708,-0.60429156,0.41379446,0.68071669,1.0016023,0.0,0,0,1.0
752,0.79553074,0.24799551,0.55262047,-0.71800166,0.06377162,0.87288147,-0.4835124,-0.91679853,-0.60234481,0.41994917,0.67866987,0.99980283,0.0,0,0,1.0
753,0.79621178,0.24678956,0.5521791,-0.71811253,0.06579835,0.8721022,-0.4846454,-0.91996157,-0.60122597,0.42227191,0.67822075,0.99767023,0.0,0,0,1.0
754,0.79638952,0.24653178,0.55203819,-0.71912438,0.068206877,0.87051952,-0.48715106,-0.91965836,-0.60072201,0.4256742,0.67653835,0.99761367,0.0,0,0,1.0
755,0.79821396,0.24489492,0.55012822,-0.7165516,0.076635338,0.86472785,-0.49612996,-0.92374235,-0.5972743,0.43823814,0.67155069,0.99439514,0.0,0,0,1.0
756,0.90030807,0.12789917,0.41596094,-0.51480407,-0.047498342,0.97898155,-0.19820589,-0.60915864,-0.43258044,0.15869762,0.88748515,0.052974097,0.0,0,0,1.0
757,0.79942751,0.24429631,0.54863012,-0.71488166,0.078913301,0.86277634,-0.49916112,-0.92525202,-0.59535152,0.44239888,0.67052931,0.99271947,0.0,0,0,1.0
758,0.80006355,0.24438374,0.54766262,-0.71436089,0.0815074,0.86032158,-0.50296646,-0.92755067,-0.59414607,0.447106,0.66847312,0.99168205,0.0,0,0,1.0
759,0.80289656,0.24190468,0.54460877,-0.71401125,0.089443512,0.85452861,-0.51142174,-0.93391943,-0.58916193,0.4593944,0.66454118,0.98804408,0.0,0,0,1.0
760,0.80463791,0.24245591,0.54178637,-0.7112447,0.091203399,0.85132784,-0.51642424,-0.93370092,-0.58651054,0.46501195,0.66297758,0.98717552,0.0,0,0,1.0
761,0.80481321,0.24253051,0.5414924,-0.71341687,0.093584709,0.84922618,-0.51944929,-0.93629134,-0.58589441,0.4688004,0.66085082,0.98626941,0.0,0,0,1.0
762,0.80668473,0.24234177,0.53878504,-0.71355909,0.097610451,0.84468406,-0.52607173,-0.93871266,-0.58265454,0.47703159,0.65781784,0.98440176,0.0,0,0,1.0
763,0.80956274,0.24016713,0.53543139,-0.71382207,0.10294937,0.84004027,-0.53245062,-0.94399339,-0.57772273,0.48624226,0.65541935,0.9811641,0.0,0,0,1.0
764,0.81010175,0.2408945,0.53428799,-0.71439767,0.10520066,0.8369503,-0.53685784,-0.94537854,-0.57656032,0.49118546,0.65275156,0.98020715,0.0,0,0,1.0
